category,category_name,species_pair_name,species_pair,COG24_FUNCTION_ID,COG24_FUNCTION_NAME,n_row,n_individual,n_genome_pair,n_row_ibd0,n_individual_ibd0,n_genome_pair_ibd0,n_row_ibd1,n_individual_ibd1,n_genome_pair_ibd1,total_row,total_individual,total_genome_pair,total_row_ibd0,total_individual_ibd0,total_genome_pair_ibd0,total_row_ibd1,total_individual_ibd1,total_genome_pair_ibd1,prop_row,prop_individual,prop_genome_pair,prop_row_ibd0,prop_individual_ibd0,prop_genome_pair_ibd0,prop_row_ibd1,prop_individual_ibd1,prop_genome_pair_ibd1,ibd1_positive,ibd1_negative,ibd0_positive,ibd0_negative,fisher_or,fisher_p,fisher_or_haldane,log2_or_haldane,neglog10_p,fisher_q_bh,fisher_sig_bh,direction,label
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Parabacteroides_distasonis,26_2-45_1,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,1,1,1,0,0,0,1751,152,1751,743.0,137.0,743.0,1008.0,15.0,1008.0,0.0005711022272986,0.006578947368421,0.0005711022272986,0.0013458950201884,0.0072992700729927,0.0013458950201884,0.0,0.0,0.0,0,1008,1,742,0.0,0.424328954882924,0.24541398116013882,-2.0267106536459893,0.3722973323228709,1.0,False,nonIBD_enriched,Parabacteroides_merdae | Parabacteroides_distasonis | COG4206
H,Coenzyme transport and metabolism,Bacteroides_xylanisolvens | Bacteroides_ovatus,44_1-44_3,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,0,0,0,1,1,1,87,32,87,50.0,25.0,50.0,37.0,7.0,37.0,0.0114942528735632,0.03125,0.0114942528735632,0.0,0.0,0.0,0.027027027027027,0.1428571428571428,0.027027027027027,1,36,0,50,inf,0.42528735632183906,4.1506849315068495,2.0533494245929336,0.37131752855162353,1.0,False,IBD_enriched,Bacteroides_xylanisolvens | Bacteroides_ovatus | COG4206
H,Coenzyme transport and metabolism,Bacteroides_xylanisolvens | Bacteroides_uniformis,44_1-48_2,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,1,1,1,0,0,0,402,52,402,189.0,43.0,189.0,213.0,9.0,213.0,0.0024875621890547,0.0192307692307692,0.0024875621890547,0.0052910052910052,0.0232558139534883,0.0052910052910052,0.0,0.0,0.0,0,213,1,188,0.0,0.47014925373134325,0.29430132708821233,-1.7646340470729822,0.32776424891122596,1.0,False,nonIBD_enriched,Bacteroides_xylanisolvens | Bacteroides_uniformis | COG4206
H,Coenzyme transport and metabolism,Bacteroides_xylanisolvens | Bacteroides_stercoris,44_1-52_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),2,1,2,2,1,2,0,0,0,14,5,14,8.0,3.0,8.0,6.0,2.0,6.0,0.1428571428571428,0.2,0.1428571428571428,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0,6,2,6,0.0,0.4725274725274725,0.2,-2.321928094887362,0.3255729367415071,1.0,False,nonIBD_enriched,Bacteroides_xylanisolvens | Bacteroides_stercoris | COG0476
H,Coenzyme transport and metabolism,Bacteroides_ovatus | Bacteroides_uniformis,44_3-48_2,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),2,1,2,2,1,2,0,0,0,709,108,709,362.0,94.0,362.0,347.0,14.0,347.0,0.002820874471086,0.0092592592592592,0.002820874471086,0.005524861878453,0.0106382978723404,0.005524861878453,0.0,0.0,0.0,0,347,2,360,0.0,0.4995179013968907,0.2074820143884892,-2.2689418132574097,0.30144894319660154,1.0,False,nonIBD_enriched,Bacteroides_ovatus | Bacteroides_uniformis | COG0476
H,Coenzyme transport and metabolism,Bacteroides_fragilis | Phocaeicola_vulgatus,32_1-46_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),2,1,2,2,1,2,0,0,0,258,36,258,142.0,32.0,142.0,116.0,4.0,116.0,0.0077519379844961,0.0277777777777777,0.0077519379844961,0.0140845070422535,0.03125,0.0140845070422535,0.0,0.0,0.0,0,116,2,140,0.0,0.5031520526045907,0.24120171673819743,-2.0516879193207163,0.29830075126983063,1.0,False,nonIBD_enriched,Bacteroides_fragilis | Phocaeicola_vulgatus | COG0262
H,Coenzyme transport and metabolism,Bacteroides_xylanisolvens | Bacteroides_ovatus,44_1-44_3,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),2,1,2,2,1,2,0,0,0,87,32,87,50.0,25.0,50.0,37.0,7.0,37.0,0.0229885057471264,0.03125,0.0229885057471264,0.04,0.04,0.04,0.0,0.0,0.0,0,37,2,48,0.0,0.5054798182304197,0.25866666666666666,-1.9508339431961157,0.2962961793531653,1.0,False,nonIBD_enriched,Bacteroides_xylanisolvens | Bacteroides_ovatus | COG0476
H,Coenzyme transport and metabolism,Odoribacter_splanchnicus | Bacteroides_ovatus,14_1-44_3,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),2,1,2,0,0,0,2,1,2,68,19,68,26.0,15.0,26.0,42.0,4.0,42.0,0.0294117647058823,0.0526315789473684,0.0294117647058823,0.0,0.0,0.0,0.0476190476190476,0.25,0.0476190476190476,2,40,0,26,inf,0.5206321334503952,3.271604938271605,1.7099985465659366,0.2834690307148377,1.0,False,IBD_enriched,Odoribacter_splanchnicus | Bacteroides_ovatus | COG0476
H,Coenzyme transport and metabolism,Odoribacter_splanchnicus | Bacteroides_uniformis,14_1-48_2,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),2,1,2,2,1,2,0,0,0,156,35,156,96.0,31.0,96.0,60.0,4.0,60.0,0.0128205128205128,0.0285714285714285,0.0128205128205128,0.0208333333333333,0.032258064516129,0.0208333333333333,0.0,0.0,0.0,0,60,2,94,0.0,0.5235732009925559,0.31239669421487604,-1.6785489079408842,0.28102259084341674,1.0,False,nonIBD_enriched,Odoribacter_splanchnicus | Bacteroides_uniformis | COG0476
H,Coenzyme transport and metabolism,Bacteroides_xylanisolvens | Phocaeicola_vulgatus,44_1-46_1,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),2,1,2,2,1,2,0,0,0,132,48,132,85.0,42.0,85.0,47.0,6.0,47.0,0.0151515151515151,0.0208333333333333,0.0151515151515151,0.0235294117647058,0.0238095238095238,0.0235294117647058,0.0,0.0,0.0,0,47,2,83,0.0,0.5379366180892899,0.35157894736842105,-1.5080794107442579,0.26926889168611634,1.0,False,nonIBD_enriched,Bacteroides_xylanisolvens | Phocaeicola_vulgatus | COG4206
H,Coenzyme transport and metabolism,Bacteroides_caccae | Bacteroides_stercoris,43_1-52_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),4,1,4,4,1,4,0,0,0,27,5,27,21.0,4.0,21.0,6.0,1.0,6.0,0.1481481481481481,0.2,0.1481481481481481,0.1904761904761904,0.25,0.1904761904761904,0.0,0.0,0.0,0,6,4,17,0.0,0.5452991452991454,0.29914529914529914,-1.741081702638438,0.2633651830249992,1.0,False,nonIBD_enriched,Bacteroides_caccae | Bacteroides_stercoris | COG0262
H,Coenzyme transport and metabolism,Odoribacter_splanchnicus | Parabacteroides_distasonis,14_1-45_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),3,1,3,0,0,0,3,1,3,325,34,325,106.0,29.0,106.0,219.0,5.0,219.0,0.0092307692307692,0.0294117647058823,0.0092307692307692,0.0,0.0,0.0,0.0136986301369863,0.2,0.0136986301369863,3,216,0,106,inf,0.5536281125135615,3.443418013856813,1.7838413275567175,0.25678186508394746,1.0,False,IBD_enriched,Odoribacter_splanchnicus | Parabacteroides_distasonis | COG0476
H,Coenzyme transport and metabolism,Alistipes_shahii | Parabacteroides_distasonis,10_2-45_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),3,1,3,3,1,3,0,0,0,839,55,839,623.0,50.0,623.0,216.0,5.0,216.0,0.0035756853396901,0.0181818181818181,0.0035756853396901,0.0048154093097913,0.02,0.0048154093097913,0.0,0.0,0.0,0,216,3,620,0.0,0.5733006318448057,0.4094358297591554,-1.2882907366539724,0.2416175795814012,1.0,False,nonIBD_enriched,Alistipes_shahii | Parabacteroides_distasonis | COG0476
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Phocaeicola_vulgatus,26_2-46_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),4,3,4,4,3,4,0,0,0,309,89,309,238.0,83.0,238.0,71.0,6.0,71.0,0.0129449838187702,0.0337078651685393,0.0129449838187702,0.0168067226890756,0.036144578313253,0.0168067226890756,0.0,0.0,0.0,0,71,4,234,0.0,0.5771496949827806,0.3644133644133644,-1.4563522257053252,0.23871152952496696,1.0,False,nonIBD_enriched,Parabacteroides_merdae | Phocaeicola_vulgatus | COG0262
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Phocaeicola_vulgatus,26_2-46_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),4,3,4,4,3,4,0,0,0,309,89,309,238.0,83.0,238.0,71.0,6.0,71.0,0.0129449838187702,0.0337078651685393,0.0129449838187702,0.0168067226890756,0.036144578313253,0.0168067226890756,0.0,0.0,0.0,0,71,4,234,0.0,0.5771496949827806,0.3644133644133644,-1.4563522257053252,0.23871152952496696,1.0,False,nonIBD_enriched,Parabacteroides_merdae | Phocaeicola_vulgatus | COG0476
H,Coenzyme transport and metabolism,Parabacteroides_distasonis | Escherichia_coli,45_1-66_5,COG0611,Thiamine monophosphate kinase (ThiL) (PDB:5CC8),4,1,4,4,1,4,0,0,0,7374,262,7374,5816.0,242.0,5816.0,1558.0,20.0,1558.0,0.0005424464334147,0.0038167938931297,0.0005424464334147,0.0006877579092159,0.0041322314049586,0.0006877579092159,0.0,0.0,0.0,0,1558,4,5812,0.0,0.5852203086502548,0.41439418244038073,-1.2709243452975618,0.23268061114942404,1.0,False,nonIBD_enriched,Parabacteroides_distasonis | Escherichia_coli | COG0611
H,Coenzyme transport and metabolism,Bacteroides_thetaiotaomicron | Phocaeicola_vulgatus,42_2-46_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),12,3,12,12,3,12,0,0,0,239,73,239,220.0,70.0,220.0,19.0,3.0,19.0,0.0502092050209205,0.0410958904109589,0.0502092050209205,0.0545454545454545,0.0428571428571428,0.0545454545454545,0.0,0.0,0.0,0,19,12,208,0.0,0.606116225424843,0.4276923076923077,-1.2253548351923094,0.21744408999071932,1.0,False,nonIBD_enriched,Bacteroides_thetaiotaomicron | Phocaeicola_vulgatus | COG0262
H,Coenzyme transport and metabolism,Bifidobacterium_adolescentis | Escherichia_coli,335_1-66_5,COG1165,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (MenD) (PDB:5Z2P),10,1,10,10,1,10,0,0,0,19626,337,19626,17249.0,314.0,17249.0,2377.0,23.0,2377.0,0.0005095281769081,0.0029673590504451,0.0005095281769081,0.000579743753261,0.0031847133757961,0.000579743753261,0.0,0.0,0.0,0,2377,10,17239,0.0,0.6209679576471919,0.3452906714736368,-1.5341167366604935,0.20693080912460854,1.0,False,nonIBD_enriched,Bifidobacterium_adolescentis | Escherichia_coli | COG1165
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Bacteroides_uniformis,26_2-48_2,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),11,5,11,9,4,9,2,1,2,654,123,654,479.0,113.0,479.0,175.0,10.0,175.0,0.0168195718654434,0.040650406504065,0.0168195718654434,0.0187891440501043,0.0353982300884955,0.0187891440501043,0.0114285714285714,0.1,0.0114285714285714,2,173,9,470,0.6037251123956326,0.735974287734358,0.713635674199909,-0.4867403584059472,0.13313735806758964,1.0,False,nonIBD_enriched,Parabacteroides_merdae | Bacteroides_uniformis | COG0262
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Phocaeicola_vulgatus,39_5-46_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,1,1,1,1,1,0,0,0,135,50,135,135.0,50.0,135.0,0.0,0.0,0.0,0.0074074074074074,0.02,0.0074074074074074,0.0074074074074074,0.02,0.0074074074074074,0.0,0.0,0.0,0,0,1,134,,1.0,89.66666666666667,6.486499861835468,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Phocaeicola_vulgatus | COG0476
H,Coenzyme transport and metabolism,Alistipes_onderdonkii | Parabacteroides_distasonis,11_1-45_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),1,1,1,1,1,1,0,0,0,102,16,102,102.0,16.0,102.0,0.0,0.0,0.0,0.0098039215686274,0.0625,0.0098039215686274,0.0098039215686274,0.0625,0.0098039215686274,0.0,0.0,0.0,0,0,1,101,,1.0,67.66666666666667,6.08037341646402,-0.0,1.0,False,IBD_enriched,Alistipes_onderdonkii | Parabacteroides_distasonis | COG0262
H,Coenzyme transport and metabolism,Alistipes_onderdonkii | Bacteroides_uniformis,11_1-48_2,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),1,1,1,1,1,1,0,0,0,83,21,83,83.0,21.0,83.0,0.0,0.0,0.0,0.0120481927710843,0.0476190476190476,0.0120481927710843,0.0120481927710843,0.0476190476190476,0.0120481927710843,0.0,0.0,0.0,0,0,1,82,,1.0,55.0,5.78135971352466,-0.0,1.0,False,IBD_enriched,Alistipes_onderdonkii | Bacteroides_uniformis | COG0262
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Phocaeicola_vulgatus,39_5-46_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),2,1,2,2,1,2,0,0,0,135,50,135,135.0,50.0,135.0,0.0,0.0,0.0,0.0148148148148148,0.02,0.0148148148148148,0.0148148148148148,0.02,0.0148148148148148,0.0,0.0,0.0,0,0,2,133,,1.0,53.4,5.738767836800191,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Phocaeicola_vulgatus | COG0262
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Bacteroides_cellulosilyticus,26_2-39_5,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,1,1,1,1,1,0,0,0,76,32,76,76.0,32.0,76.0,0.0,0.0,0.0,0.0131578947368421,0.03125,0.0131578947368421,0.0131578947368421,0.03125,0.0131578947368421,0.0,0.0,0.0,0,0,1,75,,1.0,50.333333333333336,5.6534422386039225,-0.0,1.0,False,IBD_enriched,Parabacteroides_merdae | Bacteroides_cellulosilyticus | COG0476
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron,39_5-42_2,COG0156,7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0),1,1,1,1,1,1,0,0,0,73,29,73,73.0,29.0,73.0,0.0,0.0,0.0,0.0136986301369863,0.0344827586206896,0.0136986301369863,0.0136986301369863,0.0344827586206896,0.0136986301369863,0.0,0.0,0.0,0,0,1,72,,1.0,48.333333333333336,5.594946589293778,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron | COG0156
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron,39_5-42_2,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,1,1,1,1,1,0,0,0,73,29,73,73.0,29.0,73.0,0.0,0.0,0.0,0.0136986301369863,0.0344827586206896,0.0136986301369863,0.0136986301369863,0.0344827586206896,0.0136986301369863,0.0,0.0,0.0,0,0,1,72,,1.0,48.333333333333336,5.594946589293778,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron | COG0476
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Bacteroides_caccae,26_2-43_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),1,1,1,1,1,1,0,0,0,71,40,71,71.0,40.0,71.0,0.0,0.0,0.0,0.0140845070422535,0.025,0.0140845070422535,0.0140845070422535,0.025,0.0140845070422535,0.0,0.0,0.0,0,0,1,70,,1.0,47.0,5.554588851677638,-0.0,1.0,False,IBD_enriched,Parabacteroides_merdae | Bacteroides_caccae | COG0262
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Bacteroides_caccae,26_2-43_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,1,1,1,1,1,0,0,0,71,40,71,71.0,40.0,71.0,0.0,0.0,0.0,0.0140845070422535,0.025,0.0140845070422535,0.0140845070422535,0.025,0.0140845070422535,0.0,0.0,0.0,0,0,1,70,,1.0,47.0,5.554588851677638,-0.0,1.0,False,IBD_enriched,Parabacteroides_merdae | Bacteroides_caccae | COG0476
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Bacteroides_caccae,39_5-43_1,COG0476,Molybdopterin or thiamine biosynthesis adenylyltransferase (ThiF) (PDB:1ZUD) (PUBMED:32239579),1,1,1,1,1,1,0,0,0,63,21,63,63.0,21.0,63.0,0.0,0.0,0.0,0.0158730158730158,0.0476190476190476,0.0158730158730158,0.0158730158730158,0.0476190476190476,0.0158730158730158,0.0,0.0,0.0,0,0,1,62,,1.0,41.666666666666664,5.380821783940931,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_caccae | COG0476
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Bacteroides_xylanisolvens,39_5-44_1,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,1,1,1,0,0,0,48,17,48,48.0,17.0,48.0,0.0,0.0,0.0,0.0208333333333333,0.0588235294117647,0.0208333333333333,0.0208333333333333,0.0588235294117647,0.0208333333333333,0.0,0.0,0.0,0,0,1,47,,1.0,31.666666666666668,4.984893107609792,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_xylanisolvens | COG4206
H,Coenzyme transport and metabolism,Parabacteroides_merdae | Bacteroides_cellulosilyticus,26_2-39_5,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),2,1,2,2,1,2,0,0,0,76,32,76,76.0,32.0,76.0,0.0,0.0,0.0,0.0263157894736842,0.03125,0.0263157894736842,0.0263157894736842,0.03125,0.0263157894736842,0.0,0.0,0.0,0,0,2,74,,1.0,29.8,4.897240425574799,-0.0,1.0,False,IBD_enriched,Parabacteroides_merdae | Bacteroides_cellulosilyticus | COG0262
H,Coenzyme transport and metabolism,Bacteroides_nordii | Phocaeicola_vulgatus,37_1-46_1,COG1011,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)",1,1,1,1,1,1,0,0,0,43,11,43,43.0,11.0,43.0,0.0,0.0,0.0,0.0232558139534883,0.0909090909090909,0.0232558139534883,0.0232558139534883,0.0909090909090909,0.0232558139534883,0.0,0.0,0.0,0,0,1,42,,1.0,28.333333333333332,4.824428435416546,-0.0,1.0,False,IBD_enriched,Bacteroides_nordii | Phocaeicola_vulgatus | COG1011
H,Coenzyme transport and metabolism,Bacteroides_nordii | Phocaeicola_vulgatus,37_1-46_1,COG2236,Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ),1,1,1,1,1,1,0,0,0,43,11,43,43.0,11.0,43.0,0.0,0.0,0.0,0.0232558139534883,0.0909090909090909,0.0232558139534883,0.0232558139534883,0.0909090909090909,0.0232558139534883,0.0,0.0,0.0,0,0,1,42,,1.0,28.333333333333332,4.824428435416546,-0.0,1.0,False,IBD_enriched,Bacteroides_nordii | Phocaeicola_vulgatus | COG2236
H,Coenzyme transport and metabolism,Bacteroides_intestinalis | Bacteroides_ovatus,39_2-44_3,COG0156,7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0),1,1,1,1,1,1,0,0,0,34,13,34,34.0,13.0,34.0,0.0,0.0,0.0,0.0294117647058823,0.0769230769230769,0.0294117647058823,0.0294117647058823,0.0769230769230769,0.0294117647058823,0.0,0.0,0.0,0,0,1,33,,1.0,22.333333333333332,4.481126689736616,-0.0,1.0,False,IBD_enriched,Bacteroides_intestinalis | Bacteroides_ovatus | COG0156
H,Coenzyme transport and metabolism,Bacteroides_thetaiotaomicron | Bacteroides_caccae,42_2-43_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),3,1,3,3,1,3,0,0,0,76,27,76,76.0,27.0,76.0,0.0,0.0,0.0,0.0394736842105263,0.037037037037037,0.0394736842105263,0.0394736842105263,0.037037037037037,0.0394736842105263,0.0,0.0,0.0,0,0,3,73,,1.0,21.0,4.392317422778761,-0.0,1.0,False,IBD_enriched,Bacteroides_thetaiotaomicron | Bacteroides_caccae | COG0262
H,Coenzyme transport and metabolism,Bacteroides_salyersiae | Parabacteroides_distasonis,36_1-45_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),4,1,4,4,1,4,0,0,0,95,15,95,95.0,15.0,95.0,0.0,0.0,0.0,0.0421052631578947,0.0666666666666666,0.0421052631578947,0.0421052631578947,0.0666666666666666,0.0421052631578947,0.0,0.0,0.0,0,0,4,91,,1.0,20.333333333333332,4.34577483684173,-0.0,1.0,False,IBD_enriched,Bacteroides_salyersiae | Parabacteroides_distasonis | COG0262
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron,39_5-42_2,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),3,1,3,3,1,3,0,0,0,73,29,73,73.0,29.0,73.0,0.0,0.0,0.0,0.0410958904109589,0.0344827586206896,0.0410958904109589,0.0410958904109589,0.0344827586206896,0.0410958904109589,0.0,0.0,0.0,0,0,3,70,,1.0,20.142857142857142,4.332196430341189,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Bacteroides_thetaiotaomicron | COG0262
H,Coenzyme transport and metabolism,Alistipes_onderdonkii | Parabacteroides_merdae,11_1-26_2,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),1,1,1,1,1,1,0,0,0,27,10,27,27.0,10.0,27.0,0.0,0.0,0.0,0.037037037037037,0.1,0.037037037037037,0.037037037037037,0.1,0.037037037037037,0.0,0.0,0.0,0,0,1,26,,1.0,17.666666666666668,4.142957953842043,-0.0,1.0,False,IBD_enriched,Alistipes_onderdonkii | Parabacteroides_merdae | COG0262
H,Coenzyme transport and metabolism,Bacteroides_intestinalis | Bacteroides_thetaiotaomicron,39_2-42_2,COG0156,7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0),1,1,1,1,1,1,0,0,0,24,14,24,24.0,14.0,24.0,0.0,0.0,0.0,0.0416666666666666,0.0714285714285714,0.0416666666666666,0.0416666666666666,0.0714285714285714,0.0416666666666666,0.0,0.0,0.0,0,0,1,23,,1.0,15.666666666666666,3.969626350956481,-0.0,1.0,False,IBD_enriched,Bacteroides_intestinalis | Bacteroides_thetaiotaomicron | COG0156
H,Coenzyme transport and metabolism,Bacteroides_fragilis_A | Bacteroides_uniformis,33_1-48_2,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),4,1,4,4,1,4,0,0,0,67,5,67,67.0,5.0,67.0,0.0,0.0,0.0,0.0597014925373134,0.2,0.0597014925373134,0.0597014925373134,0.2,0.0597014925373134,0.0,0.0,0.0,0,0,4,63,,1.0,14.11111111111111,3.8187596853298533,-0.0,1.0,False,IBD_enriched,Bacteroides_fragilis_A | Bacteroides_uniformis | COG0262
H,Coenzyme transport and metabolism,Bacteroides_uniformis | Bacteroides_clarus,48_2-51_1,COG0262,Dihydrofolate reductase (FolA) (PDB:1DDR),2,1,2,2,1,2,0,0,0,36,16,36,36.0,16.0,36.0,0.0,0.0,0.0,0.0555555555555555,0.0625,0.0555555555555555,0.0555555555555555,0.0625,0.0555555555555555,0.0,0.0,0.0,0,0,2,34,,1.0,13.8,3.786596361890807,-0.0,1.0,False,IBD_enriched,Bacteroides_uniformis | Bacteroides_clarus | COG0262
H,Coenzyme transport and metabolism,Bacteroides_cellulosilyticus | Parabacteroides_distasonis,39_5-45_1,COG0156,7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0),2,1,2,2,1,2,0,0,0,525,66,525,517.0,65.0,517.0,8.0,1.0,8.0,0.0038095238095238,0.0151515151515151,0.0038095238095238,0.0038684719535783,0.0153846153846153,0.0038684719535783,0.0,0.0,0.0,0,8,2,515,0.0,1.0,12.129411764705882,3.6004376812304066,-0.0,1.0,False,IBD_enriched,Bacteroides_cellulosilyticus | Parabacteroides_distasonis | COG0156
H,Coenzyme transport and metabolism,Bacteroides_salyersiae | Bacteroides_cellulosilyticus,36_1-39_5,COG0156,7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0),1,1,1,1,1,1,0,0,0,16,8,16,16.0,8.0,16.0,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0,0,0,1,15,,1.0,10.333333333333334,3.3692338096657193,-0.0,1.0,False,IBD_enriched,Bacteroides_salyersiae | Bacteroides_cellulosilyticus | COG0156
H,Coenzyme transport and metabolism,Bacteroides_intestinalis | Bacteroides_uniformis,39_2-48_2,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,1,1,1,0,0,0,71,24,71,69.0,23.0,69.0,2.0,1.0,2.0,0.0140845070422535,0.0416666666666666,0.0140845070422535,0.0144927536231884,0.0434782608695652,0.0144927536231884,0.0,0.0,0.0,0,2,1,68,0.0,1.0,9.133333333333333,3.191141487352008,-0.0,1.0,False,IBD_enriched,Bacteroides_intestinalis | Bacteroides_uniformis | COG4206
H,Coenzyme transport and metabolism,Alistipes_finegoldii | Odoribacter_splanchnicus,12_1-14_1,COG2896,"GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA) (MoaA) (PDB:1TV7)",1,1,1,0,0,0,1,1,1,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,inf,1.0,9.0,3.169925001442312,-0.0,1.0,False,IBD_enriched,Alistipes_finegoldii | Odoribacter_splanchnicus | COG2896
H,Coenzyme transport and metabolism,Alistipes_finegoldii | Odoribacter_splanchnicus,12_1-14_1,COG4206,Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),1,1,1,0,0,0,1,1,1,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,inf,1.0,9.0,3.169925001442312,-0.0,1.0,False,IBD_enriched,Alistipes_finegoldii | Odoribacter_splanchnicus | COG4206
