side,cluster,species_id,individual,gene_genome_count,total_genome_count,individual_gene_prev,summary_total_genome_count,missing_genome_count_in_pan
1,50S ribosomal protein L7/L12,26_2,37,4,5,0.8,5,0
1,AAA family ATPase,26_2,37,4,5,0.8,5,0
1,DNA-pol3-finger domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF1043 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF1248 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF2283 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF2623 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF3164 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF3313 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF4237 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF4406 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF5072 domain-containing protein,26_2,37,4,5,0.8,5,0
1,DUF935 domain-containing protein,26_2,37,4,5,0.8,5,0
1,Inhibitor-I29 domain-containing protein,26_2,37,4,5,0.8,5,0
1,Mu-transpos-C domain-containing protein,26_2,37,4,5,0.8,5,0
1,Phage capsid protein,26_2,37,2,5,0.4,5,0
1,Phage head morphogenesis protein,26_2,37,4,5,0.8,5,0
1,Phage morphogenesis protein,26_2,37,4,5,0.8,5,0
1,S23 ribosomal protein,26_2,37,4,5,0.8,5,0
1,SAC domain-containing protein,26_2,37,4,5,0.8,5,0
2,SAC domain-containing protein,26_2,37,4,5,0.8,5,0
1,Terminase-6C domain-containing protein,26_2,37,4,5,0.8,5,0
1,Thymidylate synthase,26_2,37,4,5,0.8,5,0
1,Type IV secretory system Conjugative DNA transfer family protein,26_2,37,4,5,0.8,5,0
2,Type IV secretory system Conjugative DNA transfer family protein,26_2,37,4,5,0.8,5,0
1,Viral A-type inclusion protein,26_2,37,2,5,0.4,5,0
1,group_11555,26_2,37,4,5,0.8,5,0
2,group_11555,26_2,37,4,5,0.8,5,0
1,group_13912,26_2,37,4,5,0.8,5,0
1,group_14016,26_2,37,4,5,0.8,5,0
2,group_14016,26_2,37,4,5,0.8,5,0
1,group_14238,26_2,37,4,5,0.8,5,0
2,group_14238,26_2,37,4,5,0.8,5,0
1,group_14367,26_2,37,4,5,0.8,5,0
1,group_14556,26_2,37,4,5,0.8,5,0
1,group_14837,26_2,37,2,5,0.4,5,0
1,group_15297,26_2,37,1,5,0.2,5,0
1,group_17898,26_2,37,4,5,0.8,5,0
1,group_18621,26_2,37,2,5,0.4,5,0
1,group_19131,26_2,37,4,5,0.8,5,0
2,group_19131,26_2,37,4,5,0.8,5,0
1,group_20451,26_2,37,2,5,0.4,5,0
1,group_20809,26_2,37,4,5,0.8,5,0
1,group_21900,26_2,37,4,5,0.8,5,0
1,group_23558,26_2,37,4,5,0.8,5,0
1,group_24082,26_2,37,4,5,0.8,5,0
1,group_2450,26_2,37,4,5,0.8,5,0
1,group_26794,26_2,37,4,5,0.8,5,0
1,group_27636,26_2,37,4,5,0.8,5,0
2,group_27636,26_2,37,4,5,0.8,5,0
1,group_28238,26_2,37,4,5,0.8,5,0
2,group_28238,26_2,37,4,5,0.8,5,0
1,group_28255,26_2,37,2,5,0.4,5,0
1,group_28665,26_2,37,4,5,0.8,5,0
2,group_28665,26_2,37,4,5,0.8,5,0
1,group_29642,26_2,37,4,5,0.8,5,0
2,group_29642,26_2,37,4,5,0.8,5,0
1,group_30041,26_2,37,1,5,0.2,5,0
1,group_31190,26_2,37,4,5,0.8,5,0
2,group_31190,26_2,37,4,5,0.8,5,0
1,group_31338,26_2,37,2,5,0.4,5,0
2,group_31338,26_2,37,2,5,0.4,5,0
1,group_31896,26_2,37,1,5,0.2,5,0
1,group_32108,26_2,37,4,5,0.8,5,0
2,group_32108,26_2,37,4,5,0.8,5,0
1,group_32391,26_2,37,4,5,0.8,5,0
1,group_34639,26_2,37,4,5,0.8,5,0
1,group_35204,26_2,37,2,5,0.4,5,0
1,group_35683,26_2,37,4,5,0.8,5,0
1,group_36886,26_2,37,4,5,0.8,5,0
1,group_37126,26_2,37,1,5,0.2,5,0
1,group_38482,26_2,37,4,5,0.8,5,0
1,group_3894,26_2,37,4,5,0.8,5,0
1,group_38970,26_2,37,4,5,0.8,5,0
2,group_38970,26_2,37,4,5,0.8,5,0
2,group_39047,26_2,37,1,5,0.2,5,0
1,group_39302,26_2,37,4,5,0.8,5,0
1,group_40430,26_2,37,3,5,0.6,5,0
2,group_40430,26_2,37,3,5,0.6,5,0
1,group_40460,26_2,37,2,5,0.4,5,0
1,group_40601,26_2,37,4,5,0.8,5,0
1,group_40855,26_2,37,3,5,0.6,5,0
2,group_40855,26_2,37,3,5,0.6,5,0
1,group_5106,26_2,37,4,5,0.8,5,0
2,group_5106,26_2,37,4,5,0.8,5,0
1,group_5473,26_2,37,2,5,0.4,5,0
1,group_6440,26_2,37,1,5,0.2,5,0
1,group_6503,26_2,37,2,5,0.4,5,0
1,group_6740,26_2,37,4,5,0.8,5,0
2,group_6740,26_2,37,4,5,0.8,5,0
1,group_7367,26_2,37,4,5,0.8,5,0
1,group_8052,26_2,37,3,5,0.6,5,0
2,group_8052,26_2,37,3,5,0.6,5,0
1,group_9430,26_2,37,3,5,0.6,5,0
1,repA,26_2,37,4,5,0.8,5,0
2,repA,26_2,37,4,5,0.8,5,0
1,site-specific DNA-methyltransferase (adenine-specific),26_2,37,4,5,0.8,5,0
1,DUF1851 domain-containing protein,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,DUF4178 domain-containing protein,318_39,LL90_E11_8528,3,7,0.428571,7,0
2,DUF4178 domain-containing protein,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,Lantibiotic ABC transporter permease,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,Methylase-S domain-containing protein,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,NADP oxidoreductase,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,Polyphosphate kinase,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,Putative MobA/MobL plasmid mobilisation protein,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,abiF,318_39,LL90_E11_8528,6,7,0.857143,7,0
2,abiF,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,arcA,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,dsbE,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,group_1110,318_39,LL90_E11_8528,3,7,0.428571,7,0
2,group_1110,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,group_1157,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,group_1500,318_39,LL90_E11_8528,3,7,0.428571,7,0
2,group_1500,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,group_1650,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,group_1755,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,group_2113,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,group_2126,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,group_221,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,group_3183,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,group_3303,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,group_3737,318_39,LL90_E11_8528,6,7,0.857143,7,0
2,group_3737,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,group_3961,318_39,LL90_E11_8528,4,7,0.571429,7,0
1,group_4046,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,group_4144,318_39,LL90_E11_8528,4,7,0.571429,7,0
1,group_4600,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,pepE,318_39,LL90_E11_8528,6,7,0.857143,7,0
2,pepE,318_39,LL90_E11_8528,6,7,0.857143,7,0
1,tet(W),318_39,LL90_E11_8528,6,7,0.857143,7,0
2,tet(W),318_39,LL90_E11_8528,6,7,0.857143,7,0
1,traD,318_39,LL90_E11_8528,3,7,0.428571,7,0
2,traD,318_39,LL90_E11_8528,3,7,0.428571,7,0
1,xFP,318_39,LL90_E11_8528,2,7,0.285714,7,0
1,"Adenine-specific DNA methylase, N12 class",32_1,72,3,6,0.5,6,0
2,"Adenine-specific DNA methylase, N12 class",32_1,72,3,6,0.5,6,0
1,Amidase domain-containing protein,32_1,72,5,6,0.833333,6,0
1,Amino acid ABC transporter permease,32_1,72,5,6,0.833333,6,0
1,BRCT domain-containing protein,32_1,p047,7,9,0.777778,9,0
2,BRCT domain-containing protein,32_1,p047,7,9,0.777778,9,0
1,Bacterial PH domain protein,32_1,72,5,6,0.833333,6,0
1,Consensus disorder prediction,32_1,72,5,6,0.833333,6,0
1,Coupling factor for flagellin transcription and translation,32_1,72,4,6,0.666667,6,0
2,Coupling factor for flagellin transcription and translation,32_1,72,4,6,0.666667,6,0
1,DNA binding domain-containing protein,32_1,72,4,6,0.666667,6,0
1,DUF1896 domain-containing protein,32_1,72,5,6,0.833333,6,0
2,DUF1896 domain-containing protein,32_1,72,5,6,0.833333,6,0
2,DUF2478 domain-containing protein,32_1,p047,2,9,0.222222,9,0
1,DUF2877 domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,DUF2877 domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,DUF4133 domain-containing protein,32_1,72,5,6,0.833333,6,0
1,DUF4134 domain-containing protein,32_1,72,5,6,0.833333,6,0
1,DUF4230 domain-containing protein,32_1,72,3,6,0.5,6,0
1,DUF4955 domain-containing protein,32_1,72,5,6,0.833333,6,0
2,DUF4955 domain-containing protein,32_1,72,5,6,0.833333,6,0
2,DUF674 domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,Exopolysaccharide production repressor exox,32_1,p047,8,9,0.888889,9,0
2,Exopolysaccharide production repressor exox,32_1,p047,8,9,0.888889,9,0
1,Fumarate hydratase,32_1,72,5,6,0.833333,6,0
1,Gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,32_1,72,5,6,0.833333,6,0
1,Glutamate--cysteine ligase,32_1,72,5,6,0.833333,6,0
1,GyrI-like small molecule binding domain protein,32_1,p047,8,9,0.888889,9,0
2,GyrI-like small molecule binding domain protein,32_1,p047,8,9,0.888889,9,0
1,HNH-5 domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,HNH-5 domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,HU family DNA-binding protein,32_1,p047,8,9,0.888889,9,0
2,HU family DNA-binding protein,32_1,p047,8,9,0.888889,9,0
1,Helicase-C-3 domain-containing protein,32_1,p047,7,9,0.777778,9,0
2,Helicase-C-3 domain-containing protein,32_1,p047,7,9,0.777778,9,0
2,Helix-turn-helix domain,32_1,p047,8,9,0.888889,9,0
1,Hin-like DNA-invertase,32_1,p047,8,9,0.888889,9,0
2,Hin-like DNA-invertase,32_1,p047,8,9,0.888889,9,0
1,IS4 family transposase,32_1,72,5,6,0.833333,6,0
1,Integrase family protein,32_1,p047,8,9,0.888889,9,0
2,Integrase family protein,32_1,p047,8,9,0.888889,9,0
1,"Integrase, site-specific recombinase",32_1,72,5,6,0.833333,6,0
2,"Integrase, site-specific recombinase",32_1,72,5,6,0.833333,6,0
1,KilA-N domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,KilA-N domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,Kinase,32_1,p047,8,9,0.888889,9,0
1,LXG domain-containing protein,32_1,p047,6,9,0.666667,9,0
2,LXG domain-containing protein,32_1,p047,6,9,0.666667,9,0
1,Late expression factor 11,32_1,72,2,6,0.333333,6,0
1,M23 family metallopeptidase,32_1,p047,8,9,0.888889,9,0
2,M23 family metallopeptidase,32_1,p047,8,9,0.888889,9,0
1,Mobilization protein,32_1,72,5,6,0.833333,6,0
1,Molydop-binding domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,Molydop-binding domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,PPM-type phosphatase domain-containing protein,32_1,p047,8,9,0.888889,9,0
2,PPM-type phosphatase domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,PcfJ-like protein,32_1,p047,6,9,0.666667,9,0
2,PcfJ-like protein,32_1,p047,6,9,0.666667,9,0
1,Peptidase-M16 domain-containing protein,32_1,72,5,6,0.833333,6,0
1,Phage integrase,32_1,72,4,6,0.666667,6,0
1,Phosphoribosyltransferase,32_1,72,5,6,0.833333,6,0
1,Prophage antirepressor,32_1,72,3,6,0.5,6,0
2,Prophage antirepressor,32_1,72,3,6,0.5,6,0
1,Protein kinase,32_1,p047,8,9,0.888889,9,0
2,Protein kinase,32_1,p047,8,9,0.888889,9,0
1,Putative ParB-family protein,32_1,72,5,6,0.833333,6,0
2,RYDR-ITPR domain-containing protein,32_1,p047,5,9,0.555556,9,0
1,Ribose phosphate pyrophosphokinase,32_1,72,5,6,0.833333,6,0
2,SH3 domain protein,32_1,p047,3,9,0.333333,9,0
1,Serine recombinase,32_1,72,5,6,0.833333,6,0
1,Signal transduction histidine kinase,32_1,72,4,6,0.666667,6,0
2,Signal transduction histidine kinase,32_1,72,4,6,0.666667,6,0
1,TonB-dependent Receptor Plug Domain,32_1,p047,8,9,0.888889,9,0
2,TonB-dependent Receptor Plug Domain,32_1,p047,8,9,0.888889,9,0
1,TrbC/VIRB2 family protein,32_1,72,3,6,0.5,6,0
2,TrbC/VIRB2 family protein,32_1,72,3,6,0.5,6,0
2,YDG domain-containing protein,32_1,p047,8,9,0.888889,9,0
1,YWFCY domain-containing protein,32_1,72,5,6,0.833333,6,0
2,dsbC,32_1,p047,4,9,0.444444,9,0
1,fabG1,32_1,72,5,6,0.833333,6,0
2,fabG1,32_1,72,5,6,0.833333,6,0
1,group_10153,32_1,72,3,6,0.5,6,0
2,group_10153,32_1,72,3,6,0.5,6,0
1,group_10436,32_1,72,5,6,0.833333,6,0
2,group_10449,32_1,72,5,6,0.833333,6,0
1,group_1053,32_1,72,5,6,0.833333,6,0
1,group_10552,32_1,72,4,6,0.666667,6,0
1,group_10581,32_1,72,5,6,0.833333,6,0
1,group_10650,32_1,72,4,6,0.666667,6,0
2,group_10650,32_1,72,4,6,0.666667,6,0
1,group_11122,32_1,p047,8,9,0.888889,9,0
2,group_11122,32_1,p047,8,9,0.888889,9,0
1,group_11195,32_1,72,1,6,0.166667,6,0
1,group_11216,32_1,72,4,6,0.666667,6,0
1,group_11231,32_1,72,4,6,0.666667,6,0
1,group_11462,32_1,p047,8,9,0.888889,9,0
2,group_11462,32_1,p047,8,9,0.888889,9,0
1,group_11533,32_1,72,2,6,0.333333,6,0
1,group_11952,32_1,72,3,6,0.5,6,0
2,group_11952,32_1,72,3,6,0.5,6,0
1,group_11996,32_1,72,3,6,0.5,6,0
1,group_12028,32_1,72,3,6,0.5,6,0
1,group_12105,32_1,72,3,6,0.5,6,0
1,group_12177,32_1,72,5,6,0.833333,6,0
1,group_12433,32_1,p047,7,9,0.777778,9,0
2,group_12433,32_1,p047,7,9,0.777778,9,0
1,group_12534,32_1,72,4,6,0.666667,6,0
1,group_12687,32_1,p047,8,9,0.888889,9,0
2,group_12687,32_1,p047,8,9,0.888889,9,0
1,group_12747,32_1,72,3,6,0.5,6,0
2,group_12747,32_1,72,3,6,0.5,6,0
1,group_1291,32_1,72,5,6,0.833333,6,0
2,group_1291,32_1,72,5,6,0.833333,6,0
1,group_12996,32_1,72,5,6,0.833333,6,0
2,group_12996,32_1,72,5,6,0.833333,6,0
2,group_13009,32_1,72,5,6,0.833333,6,0
1,group_13136,32_1,72,2,6,0.333333,6,0
2,group_13155,32_1,72,5,6,0.833333,6,0
1,group_1320,32_1,72,4,6,0.666667,6,0
2,group_1320,32_1,72,4,6,0.666667,6,0
2,group_13220,32_1,72,4,6,0.666667,6,0
1,group_13311,32_1,72,4,6,0.666667,6,0
1,group_13357,32_1,p047,7,9,0.777778,9,0
2,group_13357,32_1,p047,7,9,0.777778,9,0
1,group_1400,32_1,72,5,6,0.833333,6,0
1,group_14002,32_1,p047,8,9,0.888889,9,0
2,group_14002,32_1,p047,8,9,0.888889,9,0
1,group_14053,32_1,72,3,6,0.5,6,0
1,group_14219,32_1,72,5,6,0.833333,6,0
2,group_14478,32_1,p047,5,9,0.555556,9,0
1,group_1449,32_1,72,3,6,0.5,6,0
1,group_14835,32_1,p047,8,9,0.888889,9,0
2,group_14835,32_1,p047,8,9,0.888889,9,0
1,group_14891,32_1,p047,1,9,0.111111,9,0
2,group_14891,32_1,p047,1,9,0.111111,9,0
1,group_14956,32_1,72,5,6,0.833333,6,0
1,group_14965,32_1,72,5,6,0.833333,6,0
2,group_14965,32_1,72,5,6,0.833333,6,0
1,group_14974,32_1,p047,8,9,0.888889,9,0
2,group_14974,32_1,p047,8,9,0.888889,9,0
1,group_15201,32_1,p047,2,9,0.222222,9,0
2,group_15353,32_1,72,4,6,0.666667,6,0
1,group_15552,32_1,72,2,6,0.333333,6,0
1,group_15800,32_1,72,5,6,0.833333,6,0
1,group_16266,32_1,72,2,6,0.333333,6,0
1,group_16551,32_1,72,5,6,0.833333,6,0
1,group_16693,32_1,p047,8,9,0.888889,9,0
2,group_16693,32_1,p047,8,9,0.888889,9,0
1,group_16704,32_1,72,5,6,0.833333,6,0
1,group_16939,32_1,72,3,6,0.5,6,0
1,group_16976,32_1,p047,1,9,0.111111,9,0
1,group_17105,32_1,p047,8,9,0.888889,9,0
2,group_17105,32_1,p047,8,9,0.888889,9,0
1,group_1714,32_1,72,5,6,0.833333,6,0
1,group_17221,32_1,p047,8,9,0.888889,9,0
2,group_17221,32_1,p047,8,9,0.888889,9,0
2,group_17402,32_1,72,4,6,0.666667,6,0
1,group_17408,32_1,p047,7,9,0.777778,9,0
2,group_17408,32_1,p047,7,9,0.777778,9,0
1,group_17471,32_1,72,5,6,0.833333,6,0
1,group_17576,32_1,72,5,6,0.833333,6,0
1,group_17606,32_1,p047,1,9,0.111111,9,0
1,group_17718,32_1,72,4,6,0.666667,6,0
1,group_17797,32_1,72,4,6,0.666667,6,0
2,group_17797,32_1,72,4,6,0.666667,6,0
1,group_1814,32_1,72,5,6,0.833333,6,0
1,group_1863,32_1,72,4,6,0.666667,6,0
2,group_1863,32_1,72,4,6,0.666667,6,0
2,group_18742,32_1,72,5,6,0.833333,6,0
1,group_18781,32_1,p047,6,9,0.666667,9,0
2,group_18781,32_1,p047,6,9,0.666667,9,0
1,group_18966,32_1,72,4,6,0.666667,6,0
1,group_1927,32_1,72,3,6,0.5,6,0
1,group_19277,32_1,72,4,6,0.666667,6,0
2,group_19277,32_1,72,4,6,0.666667,6,0
2,group_19283,32_1,p047,4,9,0.444444,9,0
1,group_19494,32_1,72,4,6,0.666667,6,0
1,group_19748,32_1,p047,1,9,0.111111,9,0
2,group_19748,32_1,p047,1,9,0.111111,9,0
1,group_20337,32_1,72,4,6,0.666667,6,0
1,group_20486,32_1,p047,6,9,0.666667,9,0
2,group_20486,32_1,p047,6,9,0.666667,9,0
1,group_20620,32_1,72,5,6,0.833333,6,0
1,group_20785,32_1,p047,8,9,0.888889,9,0
2,group_20785,32_1,p047,8,9,0.888889,9,0
1,group_20962,32_1,72,4,6,0.666667,6,0
1,group_20973,32_1,72,5,6,0.833333,6,0
1,group_21051,32_1,p047,7,9,0.777778,9,0
2,group_21051,32_1,p047,7,9,0.777778,9,0
1,group_21058,32_1,72,5,6,0.833333,6,0
1,group_21191,32_1,72,2,6,0.333333,6,0
1,group_2150,32_1,72,4,6,0.666667,6,0
1,group_2190,32_1,72,4,6,0.666667,6,0
1,group_22131,32_1,72,1,6,0.166667,6,0
1,group_22486,32_1,p047,3,9,0.333333,9,0
2,group_22486,32_1,p047,3,9,0.333333,9,0
1,group_22678,32_1,p047,8,9,0.888889,9,0
2,group_22678,32_1,p047,8,9,0.888889,9,0
1,group_22754,32_1,p047,7,9,0.777778,9,0
2,group_22754,32_1,p047,7,9,0.777778,9,0
1,group_23002,32_1,72,4,6,0.666667,6,0
2,group_23002,32_1,72,4,6,0.666667,6,0
1,group_23067,32_1,72,3,6,0.5,6,0
2,group_23067,32_1,72,3,6,0.5,6,0
1,group_23401,32_1,72,5,6,0.833333,6,0
1,group_2350,32_1,72,4,6,0.666667,6,0
1,group_23655,32_1,p047,8,9,0.888889,9,0
2,group_23655,32_1,p047,8,9,0.888889,9,0
1,group_23658,32_1,p047,6,9,0.666667,9,0
2,group_23658,32_1,p047,6,9,0.666667,9,0
1,group_23713,32_1,72,5,6,0.833333,6,0
2,group_23713,32_1,72,5,6,0.833333,6,0
1,group_23843,32_1,72,3,6,0.5,6,0
2,group_23843,32_1,72,3,6,0.5,6,0
1,group_23873,32_1,72,5,6,0.833333,6,0
1,group_23912,32_1,72,5,6,0.833333,6,0
1,group_24321,32_1,72,5,6,0.833333,6,0
1,group_24332,32_1,p047,8,9,0.888889,9,0
2,group_24332,32_1,p047,8,9,0.888889,9,0
1,group_24371,32_1,p047,8,9,0.888889,9,0
2,group_24371,32_1,p047,8,9,0.888889,9,0
1,group_24461,32_1,72,5,6,0.833333,6,0
1,group_24492,32_1,72,5,6,0.833333,6,0
1,group_2467,32_1,72,4,6,0.666667,6,0
2,group_2467,32_1,72,4,6,0.666667,6,0
1,group_24675,32_1,p047,8,9,0.888889,9,0
2,group_24675,32_1,p047,8,9,0.888889,9,0
1,group_2487,32_1,72,4,6,0.666667,6,0
2,group_2487,32_1,72,4,6,0.666667,6,0
1,group_24964,32_1,72,5,6,0.833333,6,0
1,group_25019,32_1,72,5,6,0.833333,6,0
2,group_25019,32_1,72,5,6,0.833333,6,0
2,group_25077,32_1,72,4,6,0.666667,6,0
1,group_25150,32_1,72,2,6,0.333333,6,0
1,group_25262,32_1,72,3,6,0.5,6,0
1,group_25283,32_1,72,5,6,0.833333,6,0
2,group_25439,32_1,p047,7,9,0.777778,9,0
2,group_25476,32_1,72,3,6,0.5,6,0
1,group_25537,32_1,72,5,6,0.833333,6,0
1,group_25617,32_1,72,5,6,0.833333,6,0
1,group_25691,32_1,72,5,6,0.833333,6,0
1,group_25727,32_1,72,5,6,0.833333,6,0
1,group_25771,32_1,p047,8,9,0.888889,9,0
2,group_25771,32_1,p047,8,9,0.888889,9,0
1,group_25928,32_1,72,1,6,0.166667,6,0
1,group_26422,32_1,72,4,6,0.666667,6,0
1,group_26455,32_1,72,5,6,0.833333,6,0
2,group_26455,32_1,72,5,6,0.833333,6,0
1,group_26522,32_1,72,4,6,0.666667,6,0
1,group_26780,32_1,72,2,6,0.333333,6,0
1,group_27183,32_1,72,4,6,0.666667,6,0
2,group_27183,32_1,72,4,6,0.666667,6,0
2,group_27411,32_1,p047,1,9,0.111111,9,0
2,group_27420,32_1,p047,8,9,0.888889,9,0
1,group_27447,32_1,72,5,6,0.833333,6,0
2,group_27548,32_1,p047,1,9,0.111111,9,0
2,group_27707,32_1,p047,4,9,0.444444,9,0
1,group_27743,32_1,p047,2,9,0.222222,9,0
2,group_27743,32_1,p047,2,9,0.222222,9,0
1,group_27786,32_1,72,1,6,0.166667,6,0
1,group_2795,32_1,72,2,6,0.333333,6,0
1,group_28050,32_1,p047,7,9,0.777778,9,0
2,group_28050,32_1,p047,7,9,0.777778,9,0
1,group_28198,32_1,72,3,6,0.5,6,0
1,group_28259,32_1,72,4,6,0.666667,6,0
2,group_28278,32_1,72,4,6,0.666667,6,0
1,group_28365,32_1,72,5,6,0.833333,6,0
2,group_28434,32_1,p047,8,9,0.888889,9,0
1,group_28492,32_1,72,3,6,0.5,6,0
1,group_28506,32_1,72,4,6,0.666667,6,0
1,group_28670,32_1,72,5,6,0.833333,6,0
1,group_28732,32_1,72,3,6,0.5,6,0
2,group_28732,32_1,72,3,6,0.5,6,0
1,group_28845,32_1,72,5,6,0.833333,6,0
1,group_28874,32_1,72,5,6,0.833333,6,0
1,group_28940,32_1,72,3,6,0.5,6,0
2,group_28940,32_1,72,3,6,0.5,6,0
1,group_29022,32_1,72,5,6,0.833333,6,0
1,group_29026,32_1,72,3,6,0.5,6,0
2,group_29026,32_1,72,3,6,0.5,6,0
1,group_29060,32_1,p047,7,9,0.777778,9,0
2,group_29060,32_1,p047,7,9,0.777778,9,0
1,group_29156,32_1,72,5,6,0.833333,6,0
1,group_29162,32_1,72,4,6,0.666667,6,0
2,group_29162,32_1,72,4,6,0.666667,6,0
1,group_29295,32_1,72,4,6,0.666667,6,0
1,group_29357,32_1,p047,7,9,0.777778,9,0
2,group_29357,32_1,p047,7,9,0.777778,9,0
2,group_29514,32_1,72,3,6,0.5,6,0
1,group_29592,32_1,p047,8,9,0.888889,9,0
2,group_29592,32_1,p047,8,9,0.888889,9,0
1,group_29623,32_1,72,4,6,0.666667,6,0
2,group_29774,32_1,p047,1,9,0.111111,9,0
1,group_29808,32_1,72,4,6,0.666667,6,0
1,group_30272,32_1,p047,6,9,0.666667,9,0
2,group_30272,32_1,p047,6,9,0.666667,9,0
1,group_30687,32_1,72,3,6,0.5,6,0
2,group_30687,32_1,72,3,6,0.5,6,0
1,group_30766,32_1,72,2,6,0.333333,6,0
1,group_30801,32_1,72,1,6,0.166667,6,0
1,group_30849,32_1,72,5,6,0.833333,6,0
1,group_30897,32_1,72,3,6,0.5,6,0
2,group_30897,32_1,72,3,6,0.5,6,0
2,group_30909,32_1,p047,8,9,0.888889,9,0
2,group_3107,32_1,72,4,6,0.666667,6,0
1,group_31131,32_1,p047,7,9,0.777778,9,0
2,group_31131,32_1,p047,7,9,0.777778,9,0
1,group_31545,32_1,p047,7,9,0.777778,9,0
2,group_31545,32_1,p047,7,9,0.777778,9,0
1,group_31611,32_1,72,4,6,0.666667,6,0
1,group_31616,32_1,p047,2,9,0.222222,9,0
2,group_31616,32_1,p047,2,9,0.222222,9,0
1,group_31771,32_1,72,1,6,0.166667,6,0
1,group_31876,32_1,72,4,6,0.666667,6,0
1,group_32217,32_1,72,4,6,0.666667,6,0
2,group_32232,32_1,p047,8,9,0.888889,9,0
1,group_32274,32_1,72,1,6,0.166667,6,0
2,group_32456,32_1,p047,1,9,0.111111,9,0
1,group_32650,32_1,p047,2,9,0.222222,9,0
2,group_32650,32_1,p047,2,9,0.222222,9,0
2,group_32709,32_1,72,3,6,0.5,6,0
2,group_3281,32_1,72,4,6,0.666667,6,0
1,group_32834,32_1,p047,5,9,0.555556,9,0
2,group_32834,32_1,p047,5,9,0.555556,9,0
1,group_32851,32_1,72,5,6,0.833333,6,0
2,group_32888,32_1,72,4,6,0.666667,6,0
1,group_33035,32_1,72,5,6,0.833333,6,0
1,group_33136,32_1,72,5,6,0.833333,6,0
1,group_3322,32_1,72,2,6,0.333333,6,0
1,group_33264,32_1,72,3,6,0.5,6,0
1,group_33281,32_1,72,5,6,0.833333,6,0
1,group_33579,32_1,72,4,6,0.666667,6,0
1,group_34049,32_1,72,5,6,0.833333,6,0
1,group_34094,32_1,72,5,6,0.833333,6,0
1,group_3424,32_1,72,3,6,0.5,6,0
2,group_3424,32_1,72,3,6,0.5,6,0
1,group_3528,32_1,72,4,6,0.666667,6,0
1,group_3544,32_1,72,4,6,0.666667,6,0
1,group_3627,32_1,72,4,6,0.666667,6,0
2,group_3627,32_1,72,4,6,0.666667,6,0
1,group_3656,32_1,72,4,6,0.666667,6,0
2,group_3656,32_1,72,4,6,0.666667,6,0
1,group_3701,32_1,72,5,6,0.833333,6,0
1,group_3848,32_1,72,2,6,0.333333,6,0
1,group_3961,32_1,p047,8,9,0.888889,9,0
2,group_3961,32_1,p047,8,9,0.888889,9,0
1,group_4009,32_1,72,5,6,0.833333,6,0
1,group_4272,32_1,72,5,6,0.833333,6,0
1,group_433,32_1,72,4,6,0.666667,6,0
2,group_433,32_1,72,4,6,0.666667,6,0
1,group_4371,32_1,72,3,6,0.5,6,0
1,group_4441,32_1,72,5,6,0.833333,6,0
1,group_4525,32_1,72,4,6,0.666667,6,0
