species	skani9999_kept_samples	gene	af	lrt_pvalue	fdr	beta	direction	in_hgt_region	hgt_gene_instances	hgt_rows	max_overlap_bp
Bifidobacterium_adolescentis__335_1	2043	ORF1	1.34E-01	1.05E-03	0.007562	-1.01E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	rpiR	2.31E-01	1.05E-03	0.007562	6.52E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Pyrophosphorylase	5.82E-02	1.07E-03	0.00768162	-1.77E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF2087 domain-containing protein	3.14E-01	1.07E-03	0.00768162	1.22E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	ychF	9.89E-01	1.09E-03	0.00781282	-1.80E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4230	9.25E-02	1.10E-03	0.00785962	-1.31E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Radical SAM domain-containing protein	3.77E-02	1.10E-03	0.00785962	1.18E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF4145 domain-containing protein	3.48E-02	1.12E-03	0.00796096	1.33E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_87	1.03E-01	1.12E-03	0.00796096	8.23E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3910	3.33E-01	1.12E-03	0.00796096	-6.40E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF4912 domain-containing protein	8.13E-02	1.13E-03	0.00796096	-1.76E+00	Health	TRUE	3	5	459
Bifidobacterium_adolescentis__335_1	2043	group_17567	1.13E-02	1.13E-03	0.00796096	1.75E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	TraG-D-C domain-containing protein	3.25E-01	1.13E-03	0.00796096	-1.47E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Glycine/betaine ABC transporter permease	2.83E-01	1.13E-03	0.00796096	1.12E+00	IBD	TRUE	5	5	306
Bifidobacterium_adolescentis__335_1	2043	group_2142	4.11E-02	1.13E-03	0.00796096	1.10E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1722	8.08E-02	1.13E-03	0.00796096	8.47E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2752	1.62E-02	1.14E-03	0.00801894	1.71E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	hxsD	5.38E-02	1.15E-03	0.00807674	1.08E+00	IBD	TRUE	3	3	159
Bifidobacterium_adolescentis__335_1	2043	group_9658	3.08E-02	1.16E-03	0.00812179	1.30E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	PIN domain-containing protein	1.61E-01	1.16E-03	0.00812179	7.13E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6292	1.37E-02	1.20E-03	0.00837596	1.72E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5315	3.77E-02	1.20E-03	0.00837596	1.25E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_11872	9.99E-02	1.21E-03	0.00843277	-1.37E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF1819 domain-containing protein	1.48E-01	1.22E-03	0.0084894	8.07E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_14055	1.31E-01	1.23E-03	0.00853277	-9.99E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Phage associated protein	1.31E-01	1.23E-03	0.00853277	-9.99E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4445	6.02E-02	1.24E-03	0.00857588	-1.79E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4931	9.29E-01	1.24E-03	0.00857588	-9.44E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2221	1.63E-01	1.25E-03	0.00860562	-1.07E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	RloB-like protein	8.91E-02	1.25E-03	0.00860562	8.67E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8972	8.91E-02	1.25E-03	0.00860562	8.67E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3379	1.06E-01	1.28E-03	0.00878545	-1.32E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Benenodin family lasso peptide	2.41E-01	1.28E-03	0.00878545	-7.13E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_700	8.42E-02	1.30E-03	0.00890923	9.57E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Small CPxCG-related zinc finger protein	2.64E-02	1.35E-03	0.00922398	1.32E+00	IBD	TRUE	3	3	16
Bifidobacterium_adolescentis__335_1	2043	The helix-turn-helix motif	5.38E-02	1.35E-03	0.00922398	1.08E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_12218	3.03E-02	1.36E-03	0.00927831	1.26E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6125	1.62E-02	1.37E-03	0.00931847	1.56E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Gp29	1.29E-01	1.37E-03	0.00931847	-9.91E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8561	2.01E-02	1.40E-03	0.00949401	1.27E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5329	1.52E-01	1.40E-03	0.00949401	-8.73E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Phage holin family protein	7.02E-01	1.41E-03	0.00954753	7.12E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3695	1.17E-02	1.43E-03	0.00963973	1.85E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Integrase catalytic domain-containing protein	7.34E-02	1.43E-03	0.00963973	-1.52E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_10635	2.30E-02	1.43E-03	0.00963973	1.44E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2299	3.14E-01	1.44E-03	0.00969272	-7.30E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_54	1.39E-01	1.45E-03	0.00973111	8.21E-01	IBD	TRUE	2	2	291
Bifidobacterium_adolescentis__335_1	2043	Putative DNA polymerase III subunit epsilon	1.55E-01	1.45E-03	0.00973111	7.27E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2476	1.52E-02	1.46E-03	0.00978373	1.57E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Reverse transcriptase (RNA-dependent DNA polymera se)	1.13E-01	1.47E-03	0.00982168	-1.06E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4326	2.67E-01	1.47E-03	0.00982168	-7.97E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2510	2.55E-02	1.49E-03	0.00992603	1.29E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5072	1.33E-01	1.49E-03	0.00992603	-9.79E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4619	5.02E-01	1.50E-03	0.00997797	-6.21E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6026	1.26E-01	1.51E-03	0.0100298	-1.31E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6903	2.10E-02	1.53E-03	0.0101477	1.44E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1950	2.10E-02	1.54E-03	0.0101546	1.40E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7397	2.64E-02	1.54E-03	0.0101546	1.34E+00	IBD	TRUE	8	18	243
Bifidobacterium_adolescentis__335_1	2043	group_9872	3.28E-02	1.54E-03	0.0101546	1.17E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8947	2.55E-01	1.54E-03	0.0101546	1.02E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	WxL domain-containing protein	1.01E-01	1.55E-03	0.0102057	8.60E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_9545	2.54E-01	1.56E-03	0.0102566	-6.72E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1042	4.41E-02	1.57E-03	0.0103074	1.18E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2950	2.59E-02	1.59E-03	0.0104236	1.26E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF1618 domain-containing protein	6.80E-02	1.60E-03	0.0104438	-1.51E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Cell filamentation protein Fic	1.91E-01	1.60E-03	0.0104438	9.51E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7381	6.07E-02	1.60E-03	0.0104438	9.49E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_13222	1.22E-02	1.62E-03	0.0105138	1.68E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_17568	1.22E-02	1.62E-03	0.0105138	1.68E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_12117	2.30E-02	1.62E-03	0.0105138	1.45E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Head-tail adaptor protein	4.10E-01	1.62E-03	0.0105138	7.49E-01	IBD	TRUE	3	5	324
Bifidobacterium_adolescentis__335_1	2043	group_6392	1.37E-02	1.68E-03	0.0108876	1.62E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_12857	8.27E-02	1.71E-03	0.0110504	-1.28E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Peptidoglycan-binding protein	7.80E-01	1.71E-03	0.0110504	8.68E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Cell filamentation protein Fic-related protein	1.22E-01	1.72E-03	0.0110991	-1.30E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF982 domain-containing protein	2.69E-02	1.73E-03	0.0111478	1.29E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2525	1.25E-01	1.77E-03	0.0113893	-9.01E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	rlmN	9.75E-01	1.78E-03	0.0114374	-1.24E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3779	1.10E-01	1.79E-03	0.0114854	8.03E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_532	5.58E-02	1.81E-03	0.0115809	-1.20E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Internalin	1.68E-01	1.81E-03	0.0115809	-9.20E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3273	8.17E-02	1.83E-03	0.0116924	8.81E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6377	3.33E-01	1.84E-03	0.0117397	1.92E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Radical SAM protein	6.22E-02	1.85E-03	0.0117704	9.42E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5663	1.58E-01	1.85E-03	0.0117704	-8.76E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_490	1.16E-01	1.87E-03	0.0118643	-1.03E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF2508 domain-containing protein	5.04E-02	1.87E-03	0.0118643	1.03E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6881	6.90E-02	1.88E-03	0.011911	-1.30E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1781	3.87E-02	1.89E-03	0.0119577	1.19E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7342	1.16E-01	1.94E-03	0.0122569	-1.21E+00	Health	TRUE	14	37	1110
Bifidobacterium_adolescentis__335_1	2043	group_418	6.02E-02	1.96E-03	0.012366	1.05E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3375	2.62E-01	1.97E-03	0.0123946	1.01E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	LPXTG-motif cell wall anchor domain protein	8.66E-02	1.97E-03	0.0123946	7.98E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Z1 domain-containing protein	1.16E-01	1.99E-03	0.0125031	-1.08E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	CNA-B domain-containing protein	9.61E-01	2.01E-03	0.0126112	-1.08E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4467	9.85E-01	2.03E-03	0.0127015	-1.61E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8199	1.27E-01	2.03E-03	0.0127015	-9.52E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Putative CoA-substrate-specific enzyme activase	9.87E-01	2.04E-03	0.0127289	-1.63E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6219	1.43E-01	2.04E-03	0.0127289	-8.19E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4038	3.96E-02	2.06E-03	0.0128184	1.07E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_11947	1.09E-01	2.06E-03	0.0128184	9.18E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Putative alpha-mannosidase	7.44E-02	2.10E-03	0.0130315	-1.54E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	TPR-REGION domain-containing protein	7.44E-02	2.10E-03	0.0130315	-1.54E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1104	6.75E-02	2.13E-03	0.0131996	9.01E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	BIG2 domain-containing protein	4.80E-02	2.15E-03	0.0133053	9.68E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_14799	9.50E-02	2.17E-03	0.0134108	-1.32E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF3012 domain-containing protein	2.94E-02	2.18E-03	0.0134177	1.24E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_10388	1.28E-01	2.18E-03	0.0134177	-9.57E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_10518	3.56E-01	2.18E-03	0.0134177	6.00E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4980	5.92E-02	2.22E-03	0.0136453	8.86E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_135	1.13E-02	2.25E-03	0.013811	1.61E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3078	3.43E-01	2.31E-03	0.0141601	5.52E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	RNA polymerase subunit sigma	2.45E-02	2.33E-03	0.0142634	1.30E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7110	9.85E-01	2.34E-03	0.0143053	-1.61E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Nitroreductase family protein	9.53E-01	2.35E-03	0.014347	-9.72E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_118	9.25E-02	2.36E-03	0.0143694	-1.30E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_359	1.07E-01	2.36E-03	0.0143694	8.42E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7995	4.31E-02	2.38E-03	0.0144523	1.11E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	rfbA	1.55E-01	2.38E-03	0.0144523	-8.82E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5532	8.42E-02	2.40E-03	0.0145348	-1.23E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	PBECR2 domain-containing protein	1.71E-01	2.40E-03	0.0145348	7.57E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1968	6.22E-02	2.41E-03	0.014537	-1.67E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3001	1.40E-01	2.41E-03	0.014537	-1.08E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Major facilitator family transporter	7.01E-01	2.41E-03	0.014537	-5.69E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF2786 domain-containing protein	1.67E-01	2.43E-03	0.0146187	8.99E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1044	5.52E-01	2.43E-03	0.0146187	5.29E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2331	2.25E-02	2.45E-03	0.0147195	1.28E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6935	8.27E-02	2.48E-03	0.0148603	7.95E-01	IBD	TRUE	10	10	633
Bifidobacterium_adolescentis__335_1	2043	DUF3800 domain-containing protein	1.71E-01	2.48E-03	0.0148603	7.54E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4383	9.64E-02	2.51E-03	0.0150202	-1.07E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF637 domain-containing protein	2.86E-01	2.55E-03	0.0152394	-6.86E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_11780	6.12E-02	2.56E-03	0.0152791	9.12E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_14290	3.34E-01	2.58E-03	0.0153782	-6.11E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_410	1.26E-01	2.66E-03	0.0158342	-1.19E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2901	4.50E-02	2.68E-03	0.0159323	9.70E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	TPM-phosphatase domain-containing protein	9.78E-01	2.70E-03	0.0160301	-1.28E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Lar family restriction alleviation protein	2.55E-02	2.73E-03	0.016187	1.28E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_10423	6.41E-02	2.74E-03	0.0162251	8.96E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	BppU-N domain-containing protein	1.18E-01	2.76E-03	0.0163174	-9.62E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Cephalosporin hydroxylase	1.91E-02	2.77E-03	0.0163174	1.46E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1007	9.48E-01	2.77E-03	0.0163174	-1.00E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1998	8.22E-02	2.77E-03	0.0163174	8.56E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Xre family transcriptional regulator	9.45E-02	2.78E-03	0.0163551	7.81E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_228	1.00E-01	2.80E-03	0.0164514	-9.66E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Conjugative relaxase domain protein	1.39E-01	2.81E-03	0.0164887	-1.06E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	ldh2	8.11E-01	2.84E-03	0.0166432	8.90E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4708	8.17E-02	2.89E-03	0.0169143	-1.48E+00	Health	TRUE	2	2	876
Bifidobacterium_adolescentis__335_1	2043	group_12986	2.94E-02	2.91E-03	0.0169875	1.17E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1718	6.31E-02	2.91E-03	0.0169875	9.11E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	pelF	4.37E-01	2.93E-03	0.0170822	-5.62E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	PNPLA domain-containing protein	2.55E-02	2.95E-03	0.0171767	1.22E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Plasmid pRiA4b ORF-3 family protein	2.48E-01	2.96E-03	0.0172128	-8.07E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_9888	1.02E-01	2.99E-03	0.017365	8.18E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Oxidoreductase, aldo/keto reductase family protein	7.15E-02	3.03E-03	0.0175523	-1.50E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4559	8.22E-02	3.03E-03	0.0175523	7.86E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2527	2.15E-02	3.06E-03	0.0176809	1.32E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Zf-CopZ domain-containing protein	9.69E-02	3.06E-03	0.0176809	-1.10E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4380	3.13E-02	3.14E-03	0.01812	-1.77E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1284	1.17E-01	3.15E-03	0.0181546	-1.11E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_9004	1.47E-02	3.17E-03	0.0182466	1.54E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	galK	5.30E-01	3.19E-03	0.0183385	-5.18E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	abc-f	3.85E-01	3.20E-03	0.0183726	5.74E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_9827	2.50E-02	3.22E-03	0.0184641	1.33E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	ecsC	4.31E-02	3.24E-03	0.0185552	-1.68E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_4510	3.43E-02	3.27E-03	0.0187034	1.10E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_7677	5.43E-02	3.28E-03	0.0187369	8.86E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_724	1.08E-01	3.29E-03	0.0187704	7.87E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2884	8.91E-02	3.30E-03	0.0188038	-1.16E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2725	2.81E-01	3.31E-03	0.0188371	-6.21E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	DUF975 domain-containing protein	9.70E-01	3.35E-03	0.0190408	-1.14E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	rpsR	5.63E-01	3.36E-03	0.0190737	6.09E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8273	1.17E-02	3.43E-03	0.0194467	1.67E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5106	4.94E-02	3.44E-03	0.019479	1.05E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_391	8.66E-02	3.47E-03	0.0196243	-1.19E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5480	7.05E-02	3.48E-03	0.0196319	-1.42E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8946	1.54E-01	3.48E-03	0.0196319	8.56E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Cellobiose phosphorylase	3.62E-01	3.49E-03	0.0196638	-5.52E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6103	1.71E-02	3.50E-03	0.0196957	1.34E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_10799	1.03E-02	3.57E-03	0.0200646	1.86E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5923	4.63E-01	3.61E-03	0.0202643	5.09E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_2458	4.41E-02	3.67E-03	0.0205502	-1.66E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	NVEALA family protein	4.21E-02	3.67E-03	0.0205502	9.87E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_5968	4.01E-02	3.69E-03	0.0206367	-1.38E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3145	4.30E-01	3.70E-03	0.0206671	-5.41E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3437	6.07E-02	3.71E-03	0.0206974	8.94E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	Patatin family phospholipase	9.73E-01	3.72E-03	0.0207277	-1.17E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6142	2.94E-02	3.73E-03	0.0207324	1.13E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_1558	2.00E-01	3.73E-03	0.0207324	7.74E-01	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8363	1.14E-01	3.78E-03	0.0209846	8.02E-01	IBD	TRUE	3	3	531
Bifidobacterium_adolescentis__335_1	2043	group_2774	7.24E-02	3.83E-03	0.0212361	7.85E-01	IBD	TRUE	6	6	242
Bifidobacterium_adolescentis__335_1	2043	group_2337	2.99E-02	3.84E-03	0.0212655	1.10E+00	IBD	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_3059	6.51E-02	3.87E-03	0.0214055	-1.41E+00	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_292	1.69E-01	3.89E-03	0.0214899	-8.51E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_8560	1.14E-01	3.90E-03	0.0214927	-9.36E-01	Health	FALSE	0	0	0
Bifidobacterium_adolescentis__335_1	2043	group_6213	3.98E-01	3.90E-03	0.0214927	-6.16E-01	Health	FALSE	0	0	0
